customer_id,segment_name,Recency,Frequency,Monetary,ticket_count,return_rate,sessions_30d,campaign_clicks_30d,loyalty_tier
CUST00372,Discount Sensitive,2,3,1343.1,1.0,0.0,2,0,
CUST00373,Discount Sensitive,134,2,1612.8899999999999,,0.0,9,1,Silver
CUST00374,Discount Sensitive,280,2,795.8299999999999,1.0,0.0,0,3,
CUST00375,Discount Sensitive,146,6,3564.29,1.0,0.0,2,0,
CUST00376,Champions,106,8,5532.45,,0.0,5,0,
CUST00377,Regular Customers,141,4,2214.32,,0.0,10,0,
CUST00378,Discount Sensitive,160,1,1622.32,,0.0,4,0,
CUST00379,Regular Customers,136,2,1029.97,,0.0,2,0,
CUST00380,Discount Sensitive,28,7,3831.9,1.0,0.0,8,0,Silver
CUST00381,Discount Sensitive,243,1,597.86,1.0,0.0,2,0,Gold
CUST00382,Regular Customers,43,3,1584.55,,0.0,6,0,Gold
CUST00383,High Value But Unhappy,7,7,5682.3099999999995,3.0,0.14285714285714285,14,1,Gold
CUST00384,Regular Customers,24,3,1529.26,,0.0,0,0,
CUST00385,High Value But Unhappy,8,9,6949.7,3.0,0.0,6,1,Silver
CUST00386,Loyal Customers,34,7,5490.0,1.0,0.0,13,2,
CUST00387,Regular Customers,1,3,3480.7,,0.3333333333333333,1,0,Silver
CUST00388,Discount Sensitive,98,5,2574.36,1.0,0.0,6,3,Silver
CUST00389,High Value But Unhappy,1,12,8394.1,3.0,0.0,11,2,
CUST00390,Discount Sensitive,115,2,1639.4299999999998,1.0,0.0,4,1,Silver
CUST00391,Loyal Customers,50,4,3250.96,,0.0,4,0,Silver
CUST00392,Discount Sensitive,194,7,5290.95,,0.0,4,1,Silver
CUST00393,Regular Customers,3,3,2797.96,1.0,0.0,5,1,
CUST00394,Regular Customers,50,2,1196.59,1.0,0.0,12,0,Gold
CUST00395,Discount Sensitive,8,4,2294.75,1.0,0.0,12,0,Platinum
CUST00396,Loyal Customers,47,6,3382.7599999999998,1.0,0.0,10,2,
CUST00397,High Value But Unhappy,140,11,9647.73,4.0,0.0,3,2,
CUST00398,Discount Sensitive,30,5,3322.37,1.0,0.0,11,0,Gold
CUST00399,Discount Sensitive,323,4,2749.65,,0.0,3,0,Silver
CUST00400,Discount Sensitive,35,2,1613.97,,0.0,9,0,Gold
CUST00401,Regular Customers,8,2,1106.27,1.0,0.0,2,0,Silver
CUST00402,Discount Sensitive,193,3,1410.06,1.0,0.0,1,1,Gold
CUST00403,Regular Customers,29,3,2404.71,,0.0,15,1,
CUST00404,High Value But Unhappy,254,6,4631.52,2.0,0.0,1,1,Gold
CUST00405,Discount Sensitive,63,1,282.03,1.0,1.0,4,0,
CUST00406,Discount Sensitive,23,4,1427.6,1.0,0.0,10,0,
CUST00407,Regular Customers,17,2,2405.56,,0.0,0,0,
CUST00408,High Value But Unhappy,54,8,4751.44,4.0,0.125,0,1,
CUST00409,High Value But Unhappy,119,7,4946.35,3.0,0.42857142857142855,11,1,
CUST00410,Regular Customers,51,3,2009.71,1.0,0.0,16,0,Gold
CUST00411,Dormant Customers,314,1,1756.76,,0.0,1,0,
CUST00412,Dormant Customers,590,1,1486.51,,0.0,0,0,
CUST00413,Discount Sensitive,28,4,2693.84,2.0,0.25,16,0,Platinum
CUST00414,Discount Sensitive,64,1,311.44,1.0,1.0,5,1,
CUST00415,Dormant Customers,181,2,2282.07,1.0,0.0,1,2,
CUST00416,Regular Customers,60,3,1804.88,1.0,0.0,4,0,Silver
CUST00417,Dormant Customers,212,4,2750.0299999999997,,0.0,0,1,
CUST00418,Regular Customers,48,3,2381.17,1.0,0.0,8,2,
CUST00419,Discount Sensitive,159,2,1795.1,,0.0,12,1,
CUST00420,Loyal Customers,48,5,4695.67,1.0,0.0,14,0,
CUST00421,High Value But Unhappy,47,8,6285.45,2.0,0.125,4,0,
CUST00422,Dormant Customers,186,2,1075.03,,0.0,7,0,Platinum
CUST00423,Dormant Customers,196,3,2349.76,,0.0,1,0,Silver
CUST00424,Regular Customers,174,2,1297.49,1.0,0.0,5,1,
CUST00425,Loyal Customers,4,5,3571.95,,0.0,12,2,
CUST00426,Regular Customers,138,2,1478.25,,0.0,8,0,
CUST00427,Discount Sensitive,62,2,331.53,1.0,0.5,4,0,Silver
CUST00428,Discount Sensitive,2,8,5359.36,1.0,0.0,1,0,
CUST00429,Regular Customers,14,3,1361.81,1.0,0.0,13,2,Silver
CUST00430,Loyal Customers,19,4,2817.12,,0.0,0,0,Silver
CUST00431,Discount Sensitive,215,2,903.65,,0.0,1,1,Gold
CUST00432,Regular Customers,173,4,5036.07,,0.0,9,0,
CUST00433,High Value But Unhappy,53,7,5386.66,4.0,0.14285714285714285,10,0,Silver
CUST00434,Discount Sensitive,34,3,1824.26,,0.0,2,1,
CUST00435,Dormant Customers,261,3,1740.56,1.0,0.3333333333333333,1,1,Silver
CUST00436,Loyal Customers,9,5,5612.16,,0.0,2,0,
CUST00437,Regular Customers,49,3,2048.04,,0.0,0,0,Silver
CUST00438,Regular Customers,125,3,2466.39,3.0,1.0,6,2,Platinum
CUST00439,Discount Sensitive,180,3,1981.34,1.0,0.3333333333333333,7,0,Silver
CUST00440,Discount Sensitive,125,1,325.03,1.0,0.0,5,0,Silver
CUST00441,Dormant Customers,272,1,786.67,1.0,0.0,1,0,Silver
CUST00442,Discount Sensitive,130,8,4905.34,1.0,0.0,2,0,Gold
CUST00443,Dormant Customers,326,3,1694.35,,0.0,2,0,
CUST00444,Dormant Customers,293,1,520.84,,0.0,1,1,
CUST00445,Discount Sensitive,60,2,2068.62,,0.0,4,1,Silver
CUST00446,Discount Sensitive,87,1,521.16,,0.0,9,0,
CUST00447,Discount Sensitive,8,8,3821.6,2.0,0.125,6,1,
CUST00448,High Value But Unhappy,197,5,4291.91,3.0,0.4,11,3,
CUST00449,Discount Sensitive,270,2,661.52,,0.0,1,0,
CUST00450,Regular Customers,57,2,1364.32,,0.0,5,0,Silver
CUST00451,Champions,60,5,4244.52,2.0,0.2,3,0,Silver
CUST00452,Discount Sensitive,317,6,1929.85,1.0,0.0,2,0,
CUST00453,Discount Sensitive,53,5,3564.87,1.0,0.0,1,0,Silver
CUST00454,High Value But Unhappy,6,7,5177.76,2.0,0.0,17,1,Platinum
CUST00455,Discount Sensitive,334,3,1616.76,1.0,0.0,0,0,
CUST00456,Dormant Customers,208,4,3440.2,1.0,0.0,0,1,
CUST00457,Dormant Customers,382,2,1371.21,,0.0,1,0,
CUST00458,Discount Sensitive,40,3,1730.31,,0.0,4,0,Gold
CUST00459,Dormant Customers,298,3,2928.0299999999997,2.0,0.3333333333333333,5,0,
CUST00460,Discount Sensitive,48,12,9567.38,1.0,0.08333333333333333,8,1,
CUST00461,Discount Sensitive,255,4,1579.47,,0.0,3,1,
CUST00462,Discount Sensitive,96,3,2689.5,1.0,0.0,2,0,
CUST00463,Loyal Customers,10,7,7375.860000000001,,0.0,0,0,
CUST00464,High Value But Unhappy,167,10,6495.79,3.0,0.1,6,1,Platinum
CUST00465,Discount Sensitive,238,1,1298.74,,0.0,3,1,
CUST00466,High Value But Unhappy,18,12,6279.43,2.0,0.08333333333333333,9,2,Gold
CUST00467,Discount Sensitive,6,3,1620.28,,0.0,7,1,Silver
CUST00468,Discount Sensitive,259,2,1077.8600000000001,1.0,0.5,1,1,Platinum
CUST00469,Discount Sensitive,1,4,2772.31,,0.0,8,0,
CUST00470,Discount Sensitive,227,5,3508.62,2.0,0.0,1,0,Silver
CUST00471,Discount Sensitive,187,1,307.23,,0.0,5,0,
CUST00472,Loyal Customers,26,5,4789.49,,0.0,0,0,
CUST00473,Dormant Customers,182,6,3513.72,2.0,0.16666666666666666,0,0,Silver
CUST00474,Loyal Customers,1,4,2364.05,1.0,0.25,5,0,
CUST00475,Loyal Customers,8,10,7340.669999999999,,0.0,2,0,
CUST00476,High Value But Unhappy,201,7,6233.25,3.0,0.14285714285714285,6,0,Platinum
CUST00477,Discount Sensitive,60,5,3519.83,,0.0,2,1,
CUST00478,Discount Sensitive,43,4,2005.68,,0.0,8,1,Silver
CUST00479,Dormant Customers,330,1,319.34,1.0,0.0,5,0,
CUST00480,Dormant Customers,209,7,4227.82,,0.0,2,0,Gold
CUST00481,Loyal Customers,54,4,1811.91,,0.0,10,1,Gold
CUST00482,Discount Sensitive,12,6,3296.44,,0.16666666666666666,15,1,Silver
CUST00483,Loyal Customers,35,8,5388.37,1.0,0.125,3,0,Gold
CUST00484,High Value But Unhappy,59,6,6028.98,3.0,0.3333333333333333,9,0,
CUST00485,Discount Sensitive,289,5,2971.02,2.0,0.0,1,1,
CUST00486,Regular Customers,43,2,1807.8600000000001,,0.0,10,0,
CUST00487,Discount Sensitive,23,8,3049.97,6.0,0.125,2,0,Silver
CUST00488,Dormant Customers,278,4,2427.65,,0.0,8,1,Silver
CUST00489,Discount Sensitive,271,1,963.44,,0.0,10,0,Gold
CUST00490,Regular Customers,34,2,2074.38,1.0,0.5,8,1,
CUST00491,Regular Customers,26,3,1795.63,1.0,0.3333333333333333,10,1,Silver
CUST00492,Discount Sensitive,51,7,6233.68,1.0,0.14285714285714285,0,0,
CUST00493,Discount Sensitive,169,2,1757.06,1.0,0.5,10,3,Silver
CUST00494,Regular Customers,16,3,3012.2300000000005,,0.0,6,0,
CUST00495,Discount Sensitive,41,3,2838.69,,0.0,4,0,Silver
CUST00496,Discount Sensitive,54,3,2971.8500000000004,,0.0,4,0,
CUST00497,Dormant Customers,220,1,1724.62,,0.0,1,2,
CUST00498,Loyal Customers,50,4,2790.75,,0.0,3,0,
CUST00499,Loyal Customers,27,4,3425.97,1.0,0.0,1,0,Silver
CUST00500,Loyal Customers,34,4,3749.66,,0.0,10,1,
CUST00501,Loyal Customers,27,5,3852.58,1.0,0.0,4,0,Gold
CUST00502,Discount Sensitive,10,4,2253.2200000000003,,0.0,13,0,
CUST00503,High Value But Unhappy,29,8,5763.58,3.0,0.125,4,0,Gold
CUST00504,Regular Customers,11,3,3098.74,,0.0,9,2,
CUST00505,Regular Customers,4,2,1468.8,,0.0,9,1,
CUST00506,High Value But Unhappy,15,10,9069.6,4.0,0.0,0,1,Platinum
CUST00507,Discount Sensitive,181,2,3345.6800000000003,,0.0,1,0,Silver
CUST00508,Regular Customers,38,2,1632.0,,0.5,6,0,
CUST00509,Discount Sensitive,24,2,1206.64,,0.0,9,1,
CUST00510,Dormant Customers,223,4,3630.48,1.0,0.25,4,1,
CUST00511,Loyal Customers,4,7,4352.03,1.0,0.14285714285714285,18,0,Silver
CUST00512,Regular Customers,77,4,2468.63,1.0,0.0,6,0,Silver
CUST00513,High Value But Unhappy,31,10,7681.32,3.0,0.0,6,0,
CUST00514,Regular Customers,154,1,1687.55,,0.0,11,4,
CUST00515,Loyal Customers,29,4,2719.65,1.0,0.25,2,0,
CUST00516,Regular Customers,88,1,623.59,,0.0,9,2,Platinum
CUST00517,High Value But Unhappy,12,7,4546.23,2.0,0.0,2,3,
CUST00518,Regular Customers,35,2,852.7099999999999,,0.0,5,0,Gold
CUST00519,Regular Customers,26,2,823.83,,0.0,0,0,Gold
CUST00520,Loyal Customers,27,8,5224.33,,0.0,2,2,
CUST00521,Discount Sensitive,55,8,3956.92,1.0,0.0,5,3,
CUST00522,Dormant Customers,523,1,1688.22,,0.0,1,2,
CUST00523,Discount Sensitive,53,4,3188.02,1.0,0.0,7,0,
CUST00524,High Value But Unhappy,72,10,7161.96,2.0,0.1,10,1,Silver
CUST00525,Dormant Customers,281,4,1916.75,,0.0,1,0,
CUST00526,Discount Sensitive,5,2,1519.72,,0.5,6,0,Silver
CUST00527,Loyal Customers,34,8,6642.15,,0.0,1,0,Silver
CUST00528,Discount Sensitive,43,2,1159.92,,0.0,12,0,
CUST00529,Regular Customers,43,2,2291.65,1.0,0.0,11,2,
CUST00530,Loyal Customers,32,5,3597.6600000000003,,0.0,2,0,Gold
CUST00531,Discount Sensitive,104,2,648.41,1.0,0.0,1,0,
CUST00532,Discount Sensitive,179,4,4895.42,1.0,0.0,1,0,
CUST00533,Discount Sensitive,12,3,2081.04,1.0,0.0,9,0,
CUST00534,Regular Customers,135,5,3110.46,1.0,0.0,4,0,Silver
CUST00535,Discount Sensitive,199,5,5156.9,,0.0,5,1,Silver
CUST00536,Loyal Customers,6,5,4909.41,,0.0,14,1,
CUST00537,Loyal Customers,12,4,3404.59,,0.0,4,0,
CUST00538,Loyal Customers,8,9,7445.27,,0.0,5,2,
CUST00539,High Value But Unhappy,48,9,8708.79,3.0,0.0,1,1,Silver
CUST00540,High Value But Unhappy,35,8,5915.85,3.0,0.0,3,0,Gold
CUST00541,Discount Sensitive,30,7,5077.73,1.0,0.0,1,2,
CUST00542,Loyal Customers,9,4,2512.91,,0.0,1,1,
CUST00543,Dormant Customers,258,4,2320.55,,0.0,2,2,
CUST00544,Regular Customers,146,2,2284.46,,0.0,6,0,Gold
CUST00545,Discount Sensitive,21,2,922.53,1.0,0.0,9,2,Silver
CUST00546,Discount Sensitive,20,4,3320.79,,0.0,12,1,Silver
CUST00547,Discount Sensitive,60,2,1679.69,1.0,1.0,6,0,Gold
CUST00548,Regular Customers,44,3,3100.27,,0.0,6,0,
CUST00549,Discount Sensitive,193,2,1035.57,1.0,0.0,1,1,Silver
CUST00550,Regular Customers,4,3,2353.73,,0.0,0,0,
CUST00551,Loyal Customers,32,4,2251.44,,0.0,10,2,Gold
CUST00552,Regular Customers,34,3,2303.36,,0.0,12,1,Gold
CUST00553,Discount Sensitive,354,4,3183.11,,0.0,2,0,
CUST00554,Discount Sensitive,3,6,4226.39,,0.0,10,0,Platinum
CUST00555,High Value But Unhappy,19,6,4854.27,2.0,0.0,3,1,Gold
CUST00556,Regular Customers,87,1,936.16,1.0,0.0,1,0,
CUST00557,Loyal Customers,27,7,5364.05,1.0,0.0,17,1,Silver
CUST00558,Dormant Customers,460,2,679.0699999999999,,0.0,1,0,
CUST00559,Regular Customers,16,3,1821.47,,0.0,2,1,
CUST00560,Discount Sensitive,292,1,1135.13,,0.0,1,0,
CUST00561,Regular Customers,15,3,2339.96,1.0,0.0,16,0,Gold
CUST00562,Discount Sensitive,320,2,899.8599999999999,2.0,0.5,1,1,
CUST00563,Discount Sensitive,166,2,887.86,,0.0,1,0,Silver
CUST00564,High Value But Unhappy,191,8,4592.1900000000005,3.0,0.0,10,0,Gold
CUST00565,Regular Customers,2,2,1089.79,,0.0,10,2,Platinum
CUST00566,Regular Customers,3,3,1894.99,,0.0,25,0,
CUST00567,Discount Sensitive,35,10,6288.55,1.0,0.0,9,0,
CUST00568,Discount Sensitive,95,1,482.12,,0.0,3,0,Silver
CUST00569,Discount Sensitive,14,3,944.54,,0.0,7,3,
CUST00570,Dormant Customers,229,3,2545.7200000000003,1.0,0.3333333333333333,0,1,
CUST00571,Discount Sensitive,22,3,1977.83,1.0,0.3333333333333333,5,0,
CUST00572,Discount Sensitive,112,6,3305.75,,0.0,8,0,
CUST00573,Discount Sensitive,186,5,2912.39,1.0,0.0,0,0,Silver
CUST00574,Loyal Customers,2,9,7029.03,1.0,0.1111111111111111,14,1,Gold
CUST00575,Discount Sensitive,144,1,548.72,1.0,0.0,6,1,Silver
CUST00576,Discount Sensitive,107,2,799.27,,0.0,15,1,
CUST00577,Loyal Customers,24,7,5138.93,1.0,0.0,7,2,Platinum
CUST00578,Dormant Customers,437,2,3054.7200000000003,,0.0,2,2,
CUST00579,Discount Sensitive,71,1,301.68,,0.0,1,0,
CUST00580,Regular Customers,28,2,1073.3,,0.0,4,1,
CUST00581,Regular Customers,137,2,1527.79,,0.0,0,0,Gold
CUST00582,Discount Sensitive,347,1,392.06,1.0,0.0,2,2,
CUST00583,Dormant Customers,324,4,3652.46,1.0,0.0,2,0,
CUST00584,Discount Sensitive,144,1,591.05,,0.0,9,0,
CUST00585,High Value But Unhappy,32,9,5765.21,2.0,0.0,15,2,
CUST00586,Dormant Customers,189,4,1853.61,2.0,0.0,1,0,Gold
CUST00587,Discount Sensitive,6,2,811.8,,0.5,10,0,Gold
CUST00588,Regular Customers,56,2,1020.69,,0.0,6,0,Silver
CUST00589,Champions,132,5,4196.7699999999995,1.0,0.0,4,1,Silver
CUST00590,Dormant Customers,201,3,3961.05,2.0,0.0,7,3,
CUST00591,Discount Sensitive,130,2,1767.15,1.0,0.0,2,4,
CUST00592,Discount Sensitive,81,2,1084.48,,0.0,3,0,
CUST00593,Loyal Customers,15,6,4295.48,1.0,0.0,9,0,Platinum
CUST00594,Discount Sensitive,152,1,448.78,,0.0,0,0,
CUST00595,Discount Sensitive,52,6,3393.2200000000003,,0.0,9,0,Silver
CUST00596,Discount Sensitive,111,4,2927.96,3.0,0.0,13,1,Gold
CUST00597,Discount Sensitive,113,4,3041.18,2.0,0.0,0,0,Silver
CUST00598,Loyal Customers,24,4,2429.15,,0.0,20,3,
CUST00599,Loyal Customers,18,5,3511.4900000000002,1.0,0.0,2,1,
CUST00600,Discount Sensitive,324,3,1248.1399999999999,,0.0,3,0,
CUST00601,Regular Customers,131,1,537.85,,0.0,8,3,Gold
CUST00602,Discount Sensitive,152,1,171.18,,0.0,5,1,Gold
CUST00603,High Value But Unhappy,9,10,5262.13,4.0,0.0,12,1,Gold
CUST00604,Regular Customers,12,3,1794.88,,0.3333333333333333,2,1,
CUST00605,Dormant Customers,221,5,3199.79,2.0,0.0,8,0,Silver
CUST00606,Dormant Customers,181,1,240.15,,0.0,7,0,Gold
CUST00607,Discount Sensitive,310,3,2332.76,,0.0,9,0,
CUST00608,Discount Sensitive,34,4,3561.7799999999997,1.0,0.0,7,0,Gold
CUST00609,High Value But Unhappy,18,6,5268.07,2.0,0.0,6,1,Silver
CUST00610,High Value But Unhappy,39,6,4356.29,2.0,0.3333333333333333,10,0,
CUST00611,Dormant Customers,296,4,3472.66,3.0,0.25,5,0,
CUST00612,Discount Sensitive,109,2,2120.98,,0.0,9,0,Platinum
CUST00613,High Value But Unhappy,11,8,6032.84,2.0,0.125,14,0,Silver
CUST00614,Discount Sensitive,257,1,267.96,,0.0,1,1,Gold
CUST00615,Regular Customers,95,1,446.03,1.0,1.0,4,1,
CUST00616,Discount Sensitive,97,5,2628.3,1.0,0.0,10,0,
CUST00617,High Value But Unhappy,21,13,7918.74,5.0,0.07692307692307693,8,0,
CUST00618,Regular Customers,42,3,2003.1,,0.0,8,3,Gold
CUST00619,Discount Sensitive,1,6,2572.91,,0.0,8,0,
CUST00620,Regular Customers,43,2,1045.42,1.0,0.0,17,2,Silver
CUST00621,Discount Sensitive,153,1,348.53,,0.0,6,1,
CUST00622,Discount Sensitive,241,3,2009.7800000000002,,0.0,1,3,
CUST00623,Discount Sensitive,60,5,3290.23,2.0,0.2,18,2,Silver
CUST00624,Discount Sensitive,293,1,270.09,,0.0,4,0,Silver
CUST00625,Discount Sensitive,127,4,2155.58,,0.0,2,0,
CUST00626,Regular Customers,58,3,2283.05,1.0,0.0,12,0,Platinum
CUST00627,Discount Sensitive,136,3,2765.27,1.0,0.0,6,1,Silver
CUST00628,Discount Sensitive,36,6,3681.37,2.0,0.0,9,1,
CUST00629,Discount Sensitive,24,2,1364.28,,0.0,2,1,Gold
CUST00630,Loyal Customers,54,4,3090.95,,0.0,20,1,Platinum
CUST00631,High Value But Unhappy,129,10,6076.9,2.0,0.1,0,0,Silver
CUST00632,Discount Sensitive,122,1,1078.63,,0.0,11,1,Gold
CUST00633,Regular Customers,36,2,2549.94,,0.0,4,1,
CUST00634,Regular Customers,179,4,1711.76,2.0,0.25,1,0,
CUST00635,Discount Sensitive,195,1,1016.46,,0.0,1,1,Gold
CUST00636,Regular Customers,9,3,3886.17,,0.0,1,0,Silver
CUST00637,Discount Sensitive,27,7,6428.4,1.0,0.0,1,0,Silver
CUST00638,Discount Sensitive,234,6,3093.33,,0.0,0,0,
CUST00639,Dormant Customers,430,3,2753.19,,0.0,1,0,
CUST00640,Discount Sensitive,191,1,641.86,,0.0,0,1,
CUST00641,Discount Sensitive,52,7,6023.219999999999,1.0,0.0,5,1,
CUST00642,Discount Sensitive,39,4,3164.42,,0.25,4,0,Silver
CUST00643,Dormant Customers,216,1,1091.34,,0.0,14,1,Silver
CUST00644,Discount Sensitive,139,7,3822.27,,0.0,0,3,
CUST00645,Discount Sensitive,313,3,2730.59,2.0,0.0,0,0,
CUST00646,Loyal Customers,51,7,6203.32,1.0,0.14285714285714285,5,0,Silver
CUST00647,Regular Customers,125,1,507.52,1.0,0.0,2,0,Gold
CUST00648,Loyal Customers,1,4,2724.16,,0.25,3,3,
CUST00649,Discount Sensitive,185,6,3181.62,4.0,0.16666666666666666,5,0,Silver
CUST00650,Discount Sensitive,120,3,2622.0099999999998,,0.0,6,0,Silver
CUST00651,Discount Sensitive,56,8,5404.83,,0.0,6,2,Silver
CUST00652,Discount Sensitive,21,5,5030.61,,0.0,13,2,Gold
CUST00653,Loyal Customers,8,5,4120.93,,0.0,19,0,
CUST00654,High Value But Unhappy,14,8,7323.56,2.0,0.25,8,0,
CUST00655,Loyal Customers,5,11,6803.96,,0.0,0,0,Silver
CUST00656,Loyal Customers,37,5,4088.21,1.0,0.0,16,0,
CUST00657,Discount Sensitive,124,4,1287.49,1.0,0.25,5,1,Silver
CUST00658,Dormant Customers,280,2,2355.97,1.0,0.0,3,1,
CUST00659,Discount Sensitive,22,3,1580.63,,0.0,21,4,Platinum
CUST00660,Regular Customers,16,2,1265.6799999999998,,0.0,7,2,Silver
CUST00661,Discount Sensitive,241,3,1105.96,1.0,0.0,1,0,
CUST00662,Dormant Customers,185,1,852.96,,0.0,2,0,
CUST00663,High Value But Unhappy,125,8,5700.78,2.0,0.125,14,0,
CUST00664,Discount Sensitive,19,2,883.48,1.0,0.0,1,0,
CUST00665,High Value But Unhappy,36,10,7120.71,2.0,0.1,3,0,
CUST00666,Discount Sensitive,47,2,1618.57,1.0,0.0,1,1,Silver
CUST00667,High Value But Unhappy,13,6,6032.9400000000005,2.0,0.16666666666666666,7,0,
CUST00668,Regular Customers,103,2,952.4100000000001,,0.0,3,0,
CUST00669,Loyal Customers,27,4,3395.9199999999996,,0.0,1,0,
CUST00670,Discount Sensitive,303,4,3756.69,1.0,0.0,0,1,
CUST00671,Discount Sensitive,23,9,6239.3,1.0,0.0,13,0,
CUST00672,Discount Sensitive,202,1,434.37,,0.0,10,3,
CUST00673,Discount Sensitive,179,1,1297.2,,0.0,1,1,Silver
CUST00674,Discount Sensitive,117,8,4178.67,,0.0,14,0,
CUST00675,Loyal Customers,3,7,7603.18,,0.0,8,1,Silver
CUST00676,Discount Sensitive,28,3,1606.63,1.0,0.0,9,2,
CUST00677,Discount Sensitive,10,4,2691.15,,0.25,1,0,
CUST00678,Discount Sensitive,257,2,1145.87,,0.0,1,0,
CUST00679,High Value But Unhappy,42,9,6746.18,2.0,0.0,3,3,
CUST00680,Discount Sensitive,276,1,1087.83,,0.0,1,0,Gold
CUST00681,Discount Sensitive,272,1,1372.4,1.0,1.0,1,0,
CUST00682,Regular Customers,44,2,1874.3400000000001,1.0,0.0,6,1,Silver
CUST00683,High Value But Unhappy,56,4,5494.98,2.0,0.0,7,1,
CUST00684,Dormant Customers,201,4,2472.73,1.0,0.0,2,0,Gold
CUST00685,Discount Sensitive,3,2,1840.04,,0.0,3,1,
CUST00686,Discount Sensitive,188,3,1409.0900000000001,,0.0,21,1,Silver
CUST00687,Champions,178,5,4129.24,,0.0,1,0,
CUST00688,Discount Sensitive,1,7,5107.13,1.0,0.14285714285714285,1,0,Silver
CUST00689,Loyal Customers,10,5,4970.84,,0.0,13,0,Gold
CUST00690,Loyal Customers,3,8,8522.94,1.0,0.0,11,3,
CUST00691,Discount Sensitive,4,4,3542.44,,0.0,14,3,
CUST00692,Discount Sensitive,119,3,1850.73,,0.0,0,1,
CUST00693,High Value But Unhappy,208,5,6136.5,2.0,0.0,0,0,Gold
CUST00694,Regular Customers,135,1,345.14,,0.0,14,0,
CUST00695,Discount Sensitive,259,1,616.85,1.0,0.0,4,0,
CUST00696,Discount Sensitive,50,7,6460.69,1.0,0.0,1,0,Silver
CUST00697,Loyal Customers,45,5,4965.610000000001,1.0,0.2,1,0,
CUST00698,High Value But Unhappy,12,10,7429.34,4.0,0.3,11,0,Gold
CUST00699,Discount Sensitive,10,5,2461.35,,0.0,15,0,
CUST00700,Loyal Customers,55,5,3912.53,,0.0,1,0,
CUST00701,Dormant Customers,183,5,6476.26,1.0,0.0,10,0,Silver
CUST00702,High Value But Unhappy,138,6,8044.75,2.0,0.16666666666666666,2,0,Silver
CUST00703,Discount Sensitive,165,1,360.06,,0.0,3,0,
CUST00704,Discount Sensitive,83,4,3057.83,1.0,0.0,12,0,
CUST00705,Regular Customers,73,1,872.61,1.0,1.0,1,0,
CUST00706,Loyal Customers,3,4,3502.83,,0.0,2,0,
CUST00707,Loyal Customers,17,5,3300.72,2.0,0.2,10,0,
CUST00708,Discount Sensitive,37,8,6518.05,1.0,0.0,5,0,
CUST00709,Dormant Customers,190,1,1966.47,,0.0,0,0,
CUST00710,High Value But Unhappy,38,9,6176.62,2.0,0.0,8,0,Silver
CUST00711,High Value But Unhappy,56,9,5936.34,2.0,0.1111111111111111,10,2,Platinum
CUST00712,Loyal Customers,16,6,2661.77,1.0,0.0,2,0,
CUST00713,High Value But Unhappy,57,10,9663.26,3.0,0.1,10,0,Gold
CUST00714,Discount Sensitive,38,7,3312.77,1.0,0.14285714285714285,2,1,Silver
CUST00715,Discount Sensitive,40,4,1416.25,,0.0,4,0,Silver
CUST00716,Discount Sensitive,11,8,5285.9800000000005,1.0,0.0,14,2,Gold
CUST00717,Discount Sensitive,47,2,1150.47,,0.0,6,0,
CUST00718,Discount Sensitive,178,2,697.62,,0.0,2,1,
CUST00719,Discount Sensitive,18,6,3929.59,1.0,0.16666666666666666,2,0,Silver
CUST00720,Discount Sensitive,352,5,3086.61,2.0,0.2,1,1,Gold
CUST00721,Regular Customers,4,3,3509.03,,0.0,8,1,Platinum
CUST00722,Discount Sensitive,91,1,256.54,1.0,1.0,1,0,
CUST00723,Regular Customers,130,1,546.81,,0.0,7,1,
CUST00724,Regular Customers,17,3,1850.54,,0.0,8,2,Silver
CUST00725,Discount Sensitive,202,3,2162.5,,0.0,0,0,
CUST00726,High Value But Unhappy,7,11,8607.95,4.0,0.09090909090909091,10,0,
CUST00727,Discount Sensitive,69,5,3822.01,1.0,0.2,10,2,
CUST00728,Regular Customers,127,1,396.38,1.0,1.0,6,0,
CUST00729,Discount Sensitive,201,1,1324.83,,0.0,1,1,
CUST00730,Discount Sensitive,13,3,2210.89,,0.0,3,0,
CUST00731,Discount Sensitive,197,2,1457.58,,0.0,2,1,Gold
CUST00732,Regular Customers,2,2,874.98,1.0,0.0,6,1,
CUST00733,Loyal Customers,13,5,3335.1400000000003,,0.0,5,0,Gold
CUST00734,High Value But Unhappy,7,8,7745.88,2.0,0.125,6,0,
CUST00735,Discount Sensitive,17,6,3033.34,1.0,0.0,1,0,
CUST00736,Discount Sensitive,127,3,1727.68,,0.0,3,0,
CUST00737,Regular Customers,10,2,1532.3600000000001,,0.0,1,0,Silver
CUST00738,Regular Customers,139,1,545.24,1.0,1.0,8,2,Silver
CUST00739,Regular Customers,15,2,1791.41,,0.0,8,1,Gold
CUST00740,Discount Sensitive,322,5,4065.24,1.0,0.2,5,2,
CUST00741,Loyal Customers,7,4,2160.6800000000003,,0.0,3,1,Gold
CUST00742,Discount Sensitive,110,2,1288.91,,0.0,5,0,
CUST00743,Loyal Customers,1,6,4040.7300000000005,1.0,0.16666666666666666,3,2,Silver
CUST00744,Regular Customers,126,2,1108.58,,0.0,2,2,
CUST00745,Discount Sensitive,1,3,2562.92,,0.0,14,0,Silver
CUST00746,Discount Sensitive,238,2,1625.12,,0.0,0,0,
